id_amc,QL,lisa_cat,lisa_rotulo,ano
13158,1.752893291983303,3,Baixo-Baixo,1985
13159,0.9086351377122264,3,Baixo-Baixo,1985
13164,7.468582099146254,1,Alto-Alto (Cluster),1985
13165,0.0735750498107866,0,Não Significativo,1985
13166,2.5638544904631253,0,Não Significativo,1985
13167,2.16764567090003,2,Baixo-Alto,1985
13168,8.013226477637955,0,Não Significativo,1985
13169,5.880072010285216,0,Não Significativo,1985
13170,0.1490155371260973,3,Baixo-Baixo,1985
13171,4.487196900136897,1,Alto-Alto (Cluster),1985
13173,0.1401446864630214,0,Não Significativo,1985
13175,4.094034732351906,0,Não Significativo,1985
13176,9.093133952163384,0,Não Significativo,1985
13177,1.5447575393173818,0,Não Significativo,1985
13178,0.0542710114710691,0,Não Significativo,1985
13182,2.352076423070791,0,Não Significativo,1985
13184,8.241569477901155,1,Alto-Alto (Cluster),1985
13185,6.28132340589155,1,Alto-Alto (Cluster),1985
13186,0.1882649861376414,3,Baixo-Baixo,1985
13187,0.5180293850579301,0,Não Significativo,1985
13188,0.0434994618003894,0,Não Significativo,1985
13189,0.5816253002090128,3,Baixo-Baixo,1985
13190,0.6065690330005965,3,Baixo-Baixo,1985
13191,0.0310342965190396,3,Baixo-Baixo,1985
13193,3.3299477584385,0,Não Significativo,1985
13194,10.00550999196432,0,Não Significativo,1985
13195,0.3482974121881766,3,Baixo-Baixo,1985
13196,6.224596189714196,1,Alto-Alto (Cluster),1985
13198,2.130382039297404,0,Não Significativo,1985
13205,0.3374608204874854,3,Baixo-Baixo,1985
13206,8.169658024779089,0,Não Significativo,1985
13208,2.8599499362046843,0,Não Significativo,1985
13209,3.8288563330365206,0,Não Significativo,1985
13210,1.3521249538589153,0,Não Significativo,1985
13211,0.0651425917656938,0,Não Significativo,1985
13212,0.1295114742079461,0,Não Significativo,1985
13213,1.1789370813339028,0,Não Significativo,1985
13214,0.8257431210169278,0,Não Significativo,1985
13215,5.545987023244293,0,Não Significativo,1985
13217,0.4882830428493501,0,Não Significativo,1985
13218,3.254940797697231,0,Não Significativo,1985
13220,0.1406185914647209,3,Baixo-Baixo,1985
13223,5.633770377392064,0,Não Significativo,1985
13225,6.06938294012074,0,Não Significativo,1985
13226,8.143431411359556,1,Alto-Alto (Cluster),1985
13227,1.7324260338007866,0,Não Significativo,1985
13228,0.4335440337640766,0,Não Significativo,1985
13230,0.0330141337503581,0,Não Significativo,1985
13231,0.0362185540030382,3,Baixo-Baixo,1985
13233,0.5159561974854029,0,Não Significativo,1985
13236,4.6787598989954695,0,Não Significativo,1985
13237,0.3083582260432873,3,Baixo-Baixo,1985
13238,1.340240343971137,3,Baixo-Baixo,1985
13240,2.4095237373725467,0,Não Significativo,1985
13243,0.8365371798627999,0,Não Significativo,1985
13245,0.2081560784230172,0,Não Significativo,1985
13248,0.1140539082070104,3,Baixo-Baixo,1985
13249,0.2821127086391951,3,Baixo-Baixo,1985
13250,2.8960845693637176,0,Não Significativo,1985
13257,0.8662574140481031,0,Não Significativo,1985
13260,4.670012509607304,4,Alto-Baixo,1985
13261,1.9105851265945777,0,Não Significativo,1985
13262,1.3783937184164003,3,Baixo-Baixo,1985
13265,6.375377593354279,1,Alto-Alto (Cluster),1985
13268,0.9706131498256096,3,Baixo-Baixo,1985
13270,0.0418554412627969,0,Não Significativo,1985
13271,0.4615007743327864,0,Não Significativo,1985
13273,3.0047221196864786,0,Não Significativo,1985
13274,0.8146819143871145,0,Não Significativo,1985
13276,0.7578707034019658,3,Baixo-Baixo,1985
13278,4.397189657364258,1,Alto-Alto (Cluster),1985
13282,5.491037461147958,4,Alto-Baixo,1985
13283,2.8610284890629467,0,Não Significativo,1985
13285,6.706947988962216,0,Não Significativo,1985
13286,0.3867674231343804,0,Não Significativo,1985
13288,0.3231120857268105,0,Não Significativo,1985
13289,5.702182998017974,0,Não Significativo,1985
13291,2.119760637383012,0,Não Significativo,1985
13292,0.3132645932702833,0,Não Significativo,1985
13293,0.843783038659853,3,Baixo-Baixo,1985
13294,3.5715009793940524,4,Alto-Baixo,1985
13295,0.022982154719505,3,Baixo-Baixo,1985
13296,0.2097730792421756,3,Baixo-Baixo,1985
13298,2.5095391872981505,0,Não Significativo,1985
13299,12.798665795437438,1,Alto-Alto (Cluster),1985
13300,4.837752069345299,1,Alto-Alto (Cluster),1985
13302,1.2674196741190054,0,Não Significativo,1985
13303,4.3825145932475,1,Alto-Alto (Cluster),1985
13304,0.6301394906852186,0,Não Significativo,1985
13305,6.63519098902368,0,Não Significativo,1985
13306,0.0428758050249098,3,Baixo-Baixo,1985
13307,1.1754696193299794,0,Não Significativo,1985
13308,6.786293700847954,0,Não Significativo,1985
13312,8.834065579573648,1,Alto-Alto (Cluster),1985
13313,8.77865172355106,1,Alto-Alto (Cluster),1985
13314,3.6711830409703214,0,Não Significativo,1985
13315,0.1510592707346302,3,Baixo-Baixo,1985
13317,9.360273331921409,1,Alto-Alto (Cluster),1985
13318,1.9325902832311077,0,Não Significativo,1985
13319,5.359742589176759,1,Alto-Alto (Cluster),1985
13322,0.5731553415182613,0,Não Significativo,1985
13324,3.58073061704343,0,Não Significativo,1985
13325,6.160299089125926,0,Não Significativo,1985
13326,0.0197655623428384,3,Baixo-Baixo,1985
13327,0.9650872726885344,0,Não Significativo,1985
13330,0.5830799695717698,0,Não Significativo,1985
13331,0.1159273881282648,0,Não Significativo,1985
13332,0.1676424792668595,3,Baixo-Baixo,1985
13333,7.857547331199987,1,Alto-Alto (Cluster),1985
13336,0.0126609469130252,3,Baixo-Baixo,1985
13338,1.6104919026925897,0,Não Significativo,1985
13339,8.551918771159622,0,Não Significativo,1985
13342,0.1971781294078529,0,Não Significativo,1985
13343,6.2642581594387625,0,Não Significativo,1985
13345,1.5286229968377576,0,Não Significativo,1985
13346,2.235312433065355,0,Não Significativo,1985
13348,0.1848564618742798,0,Não Significativo,1985
13349,6.599884468164656,1,Alto-Alto (Cluster),1985
13350,5.224309419244354,0,Não Significativo,1985
13351,0.0503942086296477,3,Baixo-Baixo,1985
13352,6.644885695728724,0,Não Significativo,1985
13353,0.6111816770718377,0,Não Significativo,1985
13355,0.0459848764401654,0,Não Significativo,1985
13356,0.2063292052515193,3,Baixo-Baixo,1985
13357,3.7615027818559343,0,Não Significativo,1985
13358,0.1718473572762762,3,Baixo-Baixo,1985
13360,0.0222362576356932,0,Não Significativo,1985
13361,2.9163723772051444,0,Não Significativo,1985
13362,0.0416770411349254,3,Baixo-Baixo,1985
13364,0.3597591142630215,3,Baixo-Baixo,1985
13365,1.264745792949978,0,Não Significativo,1985
13366,0.2816668616282755,0,Não Significativo,1985
13367,9.890567605069425,1,Alto-Alto (Cluster),1985
13368,3.1508961729122755,0,Não Significativo,1985
13369,4.149635253885217,0,Não Significativo,1985
13371,6.604545403523529,0,Não Significativo,1985
13372,0.4723272121635561,0,Não Significativo,1985
13373,7.307134657490578,1,Alto-Alto (Cluster),1985
13374,0.8369719178207489,0,Não Significativo,1985
13376,0.1071588563310255,3,Baixo-Baixo,1985
13377,1.911954488174983,0,Não Significativo,1985
13378,0.5950858704172023,0,Não Significativo,1985
13381,4.12701022895697,1,Alto-Alto (Cluster),1985
13383,5.709423865317043,0,Não Significativo,1985
13384,2.6679550772509546,0,Não Significativo,1985
13385,6.587992431244383,0,Não Significativo,1985
13386,0.1575464113394962,0,Não Significativo,1985
13388,9.54221258827361,1,Alto-Alto (Cluster),1985
13389,0.0556422411229153,0,Não Significativo,1985
13392,0.1075510415963921,0,Não Significativo,1985
13393,0.9596950467315202,0,Não Significativo,1985
13395,3.5604743460635446,4,Alto-Baixo,1985
13399,0.0168405389588822,0,Não Significativo,1985
13401,7.598092596429525,1,Alto-Alto (Cluster),1985
13404,0.1438147718439371,0,Não Significativo,1985
13405,1.301540394829113,0,Não Significativo,1985
13409,6.714221634612756,1,Alto-Alto (Cluster),1985
13410,6.3173679785804335,0,Não Significativo,1985
13412,0.1418641454537104,3,Baixo-Baixo,1985
13413,4.258221856590874,0,Não Significativo,1985
13414,0.2307503871663932,3,Baixo-Baixo,1985
13416,0.7306392515030952,0,Não Significativo,1985
13420,3.752672963119183,1,Alto-Alto (Cluster),1985
13421,14.43546869827921,1,Alto-Alto (Cluster),1985
13423,0.1844299356586031,0,Não Significativo,1985
13424,6.5060876604775615,0,Não Significativo,1985
13426,0.0311342251809031,0,Não Significativo,1985
13428,0.01158337899141,3,Baixo-Baixo,1985
13430,7.283801844716633,0,Não Significativo,1985
13431,4.9356949272047554,1,Alto-Alto (Cluster),1985
13432,7.031760038858163,1,Alto-Alto (Cluster),1985
13433,0.2421276781358239,0,Não Significativo,1985
13434,0.7669975484307009,3,Baixo-Baixo,1985
13435,0.9084025692544456,0,Não Significativo,1985
13436,0.0196925188752004,0,Não Significativo,1985
13440,6.161685511214034,0,Não Significativo,1985
13442,2.813151780912635,2,Baixo-Alto,1985
13446,2.1108948237441414,0,Não Significativo,1985
13448,0.2954605745974813,0,Não Significativo,1985
13449,0.232201449067918,0,Não Significativo,1985
13450,8.97722305430919,1,Alto-Alto (Cluster),1985
13452,0.0603472423855737,3,Baixo-Baixo,1985
13455,0.3690502118265769,0,Não Significativo,1985
13456,0.7110885849561068,0,Não Significativo,1985
13457,0.0272917010770413,3,Baixo-Baixo,1985
13459,12.067876376069773,0,Não Significativo,1985
13461,2.73739500391913,0,Não Significativo,1985
13462,1.897118689424967,0,Não Significativo,1985
13463,4.904711464813079,4,Alto-Baixo,1985
13464,7.0673681798796295,0,Não Significativo,1985
13465,0.0660201649550999,0,Não Significativo,1985
13466,0.3067226942227114,3,Baixo-Baixo,1985
13468,4.212264656115019,0,Não Significativo,1985
13471,1.1399897252085167,0,Não Significativo,1985
13472,5.7845478635449,1,Alto-Alto (Cluster),1985
13474,7.734055790818842,0,Não Significativo,1985
13475,1.0338572409480231,0,Não Significativo,1985
13477,7.181665239392507,0,Não Significativo,1985
13478,5.7829769360240775,0,Não Significativo,1985
13479,6.2642581594387625,0,Não Significativo,1985
13481,1.7152775561038327,0,Não Significativo,1985
13485,0.0521748917196074,0,Não Significativo,1985
13486,4.44384856088163,1,Alto-Alto (Cluster),1985
13487,1.6554722166558549,0,Não Significativo,1985
13489,3.5258903447039525,0,Não Significativo,1985
13490,0.699793197499949,0,Não Significativo,1985
13494,3.665823507095767,0,Não Significativo,1985
13497,7.231604179059786,0,Não Significativo,1985
13498,1.0150516523167787,0,Não Significativo,1985
13502,0.5701573162167759,0,Não Significativo,1985
13503,7.848775934253594,0,Não Significativo,1985
13504,12.175318784355978,0,Não Significativo,1985
13505,7.31021085446917,1,Alto-Alto (Cluster),1985
13506,0.0644439135563869,0,Não Significativo,1985
13507,0.3793565101490176,0,Não Significativo,1985
13515,0.8688253708091153,3,Baixo-Baixo,1985
13520,0.5384303895208712,0,Não Significativo,1985
13522,1.7259774640833672,0,Não Significativo,1985
13524,0.0679363208840541,3,Baixo-Baixo,1985
13526,0.0041710871863509,3,Baixo-Baixo,1985
13528,0.4728301337736681,3,Baixo-Baixo,1985
13532,2.6759937768476263,0,Não Significativo,1985
13536,7.156558879746925,0,Não Significativo,1985
13537,2.5982602696773776,0,Não Significativo,1985
13538,0.1153751935831966,0,Não Significativo,1985
13539,1.0102620590803666,0,Não Significativo,1985
13540,3.8078943840247055,0,Não Significativo,1985
13541,0.4883029289389016,0,Não Significativo,1985
13545,2.3072907270240224,0,Não Significativo,1985
13546,7.002525976748782,1,Alto-Alto (Cluster),1985
13548,1.182891684803255,0,Não Significativo,1985
13549,3.0383825097907904,0,Não Significativo,1985
13550,0.0572578324601995,0,Não Significativo,1985
13551,0.0440833521478262,3,Baixo-Baixo,1985
13553,8.097679599828748,1,Alto-Alto (Cluster),1985
13554,11.819588049256495,1,Alto-Alto (Cluster),1985
13556,2.0743581517587875,0,Não Significativo,1985
13558,0.3316677764084589,0,Não Significativo,1985
13561,6.017460535591363,1,Alto-Alto (Cluster),1985
13563,0.5514829178586905,0,Não Significativo,1985
13564,5.538120510399108,0,Não Significativo,1985
13566,0.0333049725476827,3,Baixo-Baixo,1985
13568,0.5065038421671108,0,Não Significativo,1985
14001,7.783411928049758,0,Não Significativo,1985
14005,1.8999370295597968,0,Não Significativo,1985
14006,3.334614062252537,0,Não Significativo,1985
14007,3.266718465676496,0,Não Significativo,1985
14008,10.552677755724645,0,Não Significativo,1985
14009,0.671414818264919,0,Não Significativo,1985
14010,4.41391202439169,0,Não Significativo,1985
14012,1.3509470447843732,0,Não Significativo,1985
14013,6.469940958868778,0,Não Significativo,1985
14014,5.057410803351169,0,Não Significativo,1985
14017,0.4137073328981571,3,Baixo-Baixo,1985
14018,0.2321712969514308,0,Não Significativo,1985
14019,0.0768015047796212,3,Baixo-Baixo,1985
14020,2.301490080361898,0,Não Significativo,1985
14021,2.2645280900572624,0,Não Significativo,1985
14023,11.143304208390257,1,Alto-Alto (Cluster),1985
14024,0.6705481413105215,0,Não Significativo,1985
14025,4.364699642103595,0,Não Significativo,1985
14026,5.299248283864662,0,Não Significativo,1985
14028,6.571984474201749,1,Alto-Alto (Cluster),1985
14029,1.848469620817996,0,Não Significativo,1985
14031,3.672714531245576,0,Não Significativo,1985
14033,1.6465444600528356,3,Baixo-Baixo,1985
14035,1.3359038084694654,0,Não Significativo,1985
14037,0.9040937627622816,0,Não Significativo,1985
14038,0.8168368803644467,0,Não Significativo,1985
14040,2.9639548396039235,0,Não Significativo,1985
14042,5.957204285316184,0,Não Significativo,1985
14043,8.178189702648602,1,Alto-Alto (Cluster),1985
14044,0.0850005578558383,3,Baixo-Baixo,1985
14045,8.044370933190253,0,Não Significativo,1985
14046,1.6042535697830127,0,Não Significativo,1985
14047,2.5654841376197264,0,Não Significativo,1985
14048,0.1804442685926924,0,Não Significativo,1985
14049,1.869450099826752,0,Não Significativo,1985
14050,1.5606524028045103,0,Não Significativo,1985
14051,0.0026725699287523,0,Não Significativo,1985
14053,0.3692972792621868,3,Baixo-Baixo,1985
14056,0.4916213196299126,0,Não Significativo,1985
14057,0.8386227961926132,3,Baixo-Baixo,1985
14060,0.1973238227373324,3,Baixo-Baixo,1985
14061,0.8209322483369665,3,Baixo-Baixo,1985
14062,6.0031033836176375,0,Não Significativo,1985
14064,2.0317626793442827,0,Não Significativo,1985
14066,0.8689009274114988,0,Não Significativo,1985
14067,4.012724401882607,0,Não Significativo,1985
14070,5.379380660861199,1,Alto-Alto (Cluster),1985
14071,4.221162553571959,0,Não Significativo,1985
14072,0.1872568737620717,3,Baixo-Baixo,1985
14074,2.37433340604303,2,Baixo-Alto,1985
14077,7.804657374476124,0,Não Significativo,1985
14078,6.335184995483133,1,Alto-Alto (Cluster),1985
14080,0.2679798947189271,0,Não Significativo,1985
14082,0.4647876839217212,3,Baixo-Baixo,1985
14083,0.3302972484067711,0,Não Significativo,1985
14084,1.6847480258312586,0,Não Significativo,1985
14085,6.3571496381666845,1,Alto-Alto (Cluster),1985
14086,0.6568068503304612,3,Baixo-Baixo,1985
14088,1.7903091834711988,0,Não Significativo,1985
14089,3.233492480357549,0,Não Significativo,1985
14090,0.1584917822284424,0,Não Significativo,1985
14091,0.0092705518488585,0,Não Significativo,1985
14093,1.0823552351311931,0,Não Significativo,1985
14095,0.7732773553699903,0,Não Significativo,1985
14097,0.5964422282919254,0,Não Significativo,1985
14098,0.6073323954251102,0,Não Significativo,1985
14099,10.29520016929915,0,Não Significativo,1985
14100,5.437440854415563,0,Não Significativo,1985
14101,0.4332689629867355,0,Não Significativo,1985
14104,6.537282251746534,0,Não Significativo,1985
14105,5.693389421639772,0,Não Significativo,1985
14106,1.0558421801946276,0,Não Significativo,1985
14107,2.59540009063587,0,Não Significativo,1985
14108,0.0290028788513928,0,Não Significativo,1985
14110,1.9505108373459883,3,Baixo-Baixo,1985
14111,4.565675551212324,0,Não Significativo,1985
14112,5.064478084730904,1,Alto-Alto (Cluster),1985
14116,0.144259464212637,0,Não Significativo,1985
14117,2.799297272368773,0,Não Significativo,1985
14118,5.158789092992675,0,Não Significativo,1985
14119,0.2250335982951537,3,Baixo-Baixo,1985
14121,5.698569447322144,1,Alto-Alto (Cluster),1985
14122,5.148212165515765,0,Não Significativo,1985
14125,7.893732383412859,0,Não Significativo,1985
14126,13.201971099982352,1,Alto-Alto (Cluster),1985
14127,0.4807415384465959,0,Não Significativo,1985
14128,8.057654648632923,0,Não Significativo,1985
14129,1.34341761744952,0,Não Significativo,1985
14132,0.4921917125273313,3,Baixo-Baixo,1985
14134,2.9246038332226867,2,Baixo-Alto,1985
14135,0.3529003713661748,0,Não Significativo,1985
14136,0.0225949610228512,3,Baixo-Baixo,1985
14137,0.919741280952866,0,Não Significativo,1985
14138,4.115535687078499,0,Não Significativo,1985
14140,2.9204214144844216,0,Não Significativo,1985
14141,5.229974003599327,0,Não Significativo,1985
14142,0.6434697797986564,3,Baixo-Baixo,1985
14143,1.628936908792309,0,Não Significativo,1985
14144,2.3986253101735824,0,Não Significativo,1985
14145,10.66707305797668,1,Alto-Alto (Cluster),1985
14146,5.393153910966777,0,Não Significativo,1985
14147,0.2153048730355248,0,Não Significativo,1985
14148,0.4284758485163709,0,Não Significativo,1985
14149,0.8631825161615376,0,Não Significativo,1985
14150,0.5824972295338867,0,Não Significativo,1985
14151,3.393949351336745,0,Não Significativo,1985
14153,0.003032779409411,0,Não Significativo,1985
14154,2.7187732691985924,0,Não Significativo,1985
14155,4.414386893894045,0,Não Significativo,1985
14156,7.251786942243828,1,Alto-Alto (Cluster),1985
14157,1.422525085400145,0,Não Significativo,1985
14158,5.199839585898946,1,Alto-Alto (Cluster),1985
14160,1.8984919204705155,0,Não Significativo,1985
14161,1.264364730644178,0,Não Significativo,1985
14162,0.5407352421981922,0,Não Significativo,1985
14163,0.6406779000531504,0,Não Significativo,1985
14164,0.2937759175225397,0,Não Significativo,1985
14165,0.5160228154579639,0,Não Significativo,1985
14166,8.497872624534256,1,Alto-Alto (Cluster),1985
14167,0.5861154176909773,0,Não Significativo,1985
14169,0.0534443511248472,0,Não Significativo,1985
14171,3.603320059254703,0,Não Significativo,1985
14173,0.2285153696365758,0,Não Significativo,1985
14174,5.041433876659641,0,Não Significativo,1985
14175,0.4164583852116283,0,Não Significativo,1985
14176,4.422481692732024,1,Alto-Alto (Cluster),1985
14178,5.743974085379476,0,Não Significativo,1985
14179,10.097515678933627,1,Alto-Alto (Cluster),1985
14180,3.020859187998436,0,Não Significativo,1985
14181,9.68011474016292,0,Não Significativo,1985
14182,2.114533625486174,0,Não Significativo,1985
14183,2.8780446517998994,0,Não Significativo,1985
14184,0.8004933981283076,0,Não Significativo,1985
14185,2.8614447438204524,0,Não Significativo,1985
14186,0.6172350124667074,0,Não Significativo,1985
14187,5.2380035461624255,0,Não Significativo,1985
14188,12.914744088806083,1,Alto-Alto (Cluster),1985
14189,0.4967884330863487,3,Baixo-Baixo,1985
14191,1.3848541335172666,3,Baixo-Baixo,1985
14192,0.5632117045197397,0,Não Significativo,1985
14193,0.4771605970134264,0,Não Significativo,1985
14195,6.221190876723721,0,Não Significativo,1985
14196,9.066689441292946,1,Alto-Alto (Cluster),1985
14198,12.099320810821649,1,Alto-Alto (Cluster),1985
14199,1.788631046817373,0,Não Significativo,1985
14202,1.1041237411172005,0,Não Significativo,1985
14205,0.2530656445023097,3,Baixo-Baixo,1985
14208,0.3737931823533418,0,Não Significativo,1985
14209,5.742236646152199,0,Não Significativo,1985
14210,0.0094488148324289,0,Não Significativo,1985
14212,0.7390156630402978,0,Não Significativo,1985
14214,1.5024799645571163,0,Não Significativo,1985
14216,0.3825714778929736,0,Não Significativo,1985
14217,1.107347379768995,0,Não Significativo,1985
14219,0.1591001873296947,0,Não Significativo,1985
14221,7.177561430684283,0,Não Significativo,1985
14222,1.8128043705157584,0,Não Significativo,1985
14224,1.5177540656223738,0,Não Significativo,1985
14228,0.0721889147234312,3,Baixo-Baixo,1985
14230,4.955113947780612,0,Não Significativo,1985
14232,0.4700298545035872,0,Não Significativo,1985
14234,3.420572326020139,0,Não Significativo,1985
14235,5.305592483169512,0,Não Significativo,1985
14236,0.5839242744183261,0,Não Significativo,1985
14237,0.0401118282508587,3,Baixo-Baixo,1985
14238,11.428643710957765,0,Não Significativo,1985
14239,6.890683975382639,0,Não Significativo,1985
14240,7.094550365186858,1,Alto-Alto (Cluster),1985
14241,1.3634943435058735,3,Baixo-Baixo,1985
14242,10.095815187913262,1,Alto-Alto (Cluster),1985
14243,6.501414339387937,0,Não Significativo,1985
14245,3.572587034049244,0,Não Significativo,1985
14246,0.0930017849609509,3,Baixo-Baixo,1985
14247,2.710377420774182,0,Não Significativo,1985
14248,7.689048813915641,0,Não Significativo,1985
14249,2.833460975343446,2,Baixo-Alto,1985
14250,11.634247513163514,1,Alto-Alto (Cluster),1985
14251,2.392762310986445,0,Não Significativo,1985
14252,7.342758511982435,0,Não Significativo,1985
14254,9.918561167485082,0,Não Significativo,1985
14257,0.100291568199174,0,Não Significativo,1985
14258,0.0694142820918773,3,Baixo-Baixo,1985
14261,0.8997684963321315,0,Não Significativo,1985
14262,2.9589807791623373,0,Não Significativo,1985
14263,6.040805177935203,1,Alto-Alto (Cluster),1985
14264,1.0090595830497209,0,Não Significativo,1985
14265,0.142832761776992,0,Não Significativo,1985
14266,0.2429917617864735,3,Baixo-Baixo,1985
14267,0.4589042032061006,0,Não Significativo,1985
14268,0.4296084702254782,0,Não Significativo,1985
14269,0.0247395801361129,3,Baixo-Baixo,1985
14270,3.375972685925722,0,Não Significativo,1985
14271,2.2571672181980547,0,Não Significativo,1985
14272,6.790773741031826,0,Não Significativo,1985
14273,0.4987848455431313,0,Não Significativo,1985
14274,0.2459746864673763,0,Não Significativo,1985
14275,2.1930652323778306,0,Não Significativo,1985
14276,0.0031544071163329,3,Baixo-Baixo,1985
14278,0.0147330918126883,3,Baixo-Baixo,1985
14279,7.15146587764504,0,Não Significativo,1985
14280,1.64083149208525,0,Não Significativo,1985
14282,4.168911723632055,0,Não Significativo,1985
14283,4.212264656115019,0,Não Significativo,1985
14284,0.0290309688066968,3,Baixo-Baixo,1985
14287,4.100775817396768,0,Não Significativo,1985
1048,1.1159937187875375,0,Não Significativo,1985
1049,1.4599792217147465,0,Não Significativo,1985
1050,2.7727228170991385,3,Baixo-Baixo,1985
1051,1.2018816693330816,0,Não Significativo,1985
1052,4.702870563605141,0,Não Significativo,1985
1055,0.0324715364455795,3,Baixo-Baixo,1985
1056,0.006301538655587,3,Baixo-Baixo,1985
1058,1.8187015725697069,0,Não Significativo,1985
1059,6.83324413938462,0,Não Significativo,1985
1061,1.6242504714601256,0,Não Significativo,1985
1063,1.1000624166134634,0,Não Significativo,1985
1064,0.8779869740162414,0,Não Significativo,1985
1066,0.0081180490051429,0,Não Significativo,1985
1069,0.0207723321503218,0,Não Significativo,1985
1071,8.280241793622784,0,Não Significativo,1985
1072,0.0735638012515603,0,Não Significativo,1985
1073,5.969741793742252,0,Não Significativo,1985
1074,5.949087088005255,0,Não Significativo,1985
1075,0.4857312476570163,3,Baixo-Baixo,1985
1078,3.195436792984785,1,Alto-Alto (Cluster),1985
1080,0.2925766256018983,0,Não Significativo,1985
1081,9.981893789507222,0,Não Significativo,1985
1083,0.041174618575048,3,Baixo-Baixo,1985
1084,5.159371669381366,1,Alto-Alto (Cluster),1985
1085,0.2800044399151282,0,Não Significativo,1985
1086,0.0066018201945262,0,Não Significativo,1985
1087,0.7529737768506445,0,Não Significativo,1985
1091,0.0196941361977099,3,Baixo-Baixo,1985
1092,0.0390859038038298,0,Não Significativo,1985
1094,1.542774022932074,0,Não Significativo,1985
1095,1.1120933801149575,3,Baixo-Baixo,1985
1098,0.0544749457518497,3,Baixo-Baixo,1985
1100,0.0022102014133675,0,Não Significativo,1985
1103,0.7165191245847174,0,Não Significativo,1985
1104,0.2334194657188022,0,Não Significativo,1985
1105,0.2650101205207579,3,Baixo-Baixo,1985
1106,0.0519398289601706,0,Não Significativo,1985
1107,0.1249533035789565,0,Não Significativo,1985
1109,0.1191732274161921,0,Não Significativo,1985
1111,1.1599939037312044,3,Baixo-Baixo,1985
16039,0.0990381861590176,0,Não Significativo,1985
16041,0.6137379245397236,0,Não Significativo,1985
16042,0.0166386207565442,0,Não Significativo,1985
16061,0.0411737297979594,0,Não Significativo,1985
16069,0.5340811159905099,0,Não Significativo,1985
16079,5.132894148435083,0,Não Significativo,1985
16090,0.5115557626564045,0,Não Significativo,1985
16095,1.5704808838535624,0,Não Significativo,1985
16108,1.3737278295926885,0,Não Significativo,1985
16121,0.712004608278814,0,Não Significativo,1985
16122,1.5445987689552954,0,Não Significativo,1985
16129,0.0539663907022637,0,Não Significativo,1985
16130,0.2784722464666894,0,Não Significativo,1985
16136,0.0085616896009467,0,Não Significativo,1985
16150,1.1201836541878532,0,Não Significativo,1985
16151,0.063454158289755,0,Não Significativo,1985
16155,0.2628348690145114,0,Não Significativo,1985
16159,0.3310572512793132,0,Não Significativo,1985
16163,0.4576255769910607,0,Não Significativo,1985
16166,0.0747091872402868,3,Baixo-Baixo,1985
16172,4.952690354831694,0,Não Significativo,1985
16173,5.239541586905921,0,Não Significativo,1985
16174,0.0292576625601898,0,Não Significativo,1985
16179,0.6249461740625066,0,Não Significativo,1985
16187,5.727316951654656,0,Não Significativo,1985
16191,0.4325321110088669,3,Baixo-Baixo,1985
16198,0.0540263157245276,0,Não Significativo,1985
1001,0.4345569754495568,3,Baixo-Baixo,1996
21001,0.1668260831447989,0,Não Significativo,1996
1005,0.0893292910773027,0,Não Significativo,1996
1010,0.0982784914584533,0,Não Significativo,1996
1013,0.0726828358473608,0,Não Significativo,1996
1021,0.182588466364436,0,Não Significativo,1996
1023,0.0260777630791159,0,Não Significativo,1996
1036,0.2271784918344878,0,Não Significativo,1996
2011,0.0247367120703098,0,Não Significativo,1996
2012,0.1328501932305257,0,Não Significativo,1996
2021,0.2649176357317063,0,Não Significativo,1996
2022,0.3614355869497565,0,Não Significativo,1996
2027,1.4105854068154473,0,Não Significativo,1996
2028,6.901531992356626,4,Alto-Baixo,1996
2034,3.054050479850426,0,Não Significativo,1996
2035,0.0180976975109757,3,Baixo-Baixo,1996
2038,1.1600934517544947,0,Não Significativo,1996
2041,0.1896558773693866,0,Não Significativo,1996
2052,0.2417952898046325,0,Não Significativo,1996
2055,0.8534817824249586,0,Não Significativo,1996
2057,0.7531774237532989,0,Não Significativo,1996
2063,2.258576866494036,0,Não Significativo,1996
2067,0.4864306870779919,0,Não Significativo,1996
2068,1.3095847526866713,0,Não Significativo,1996
16021,0.0301592464006097,0,Não Significativo,1996
16026,1.0269686664768631,0,Não Significativo,1996
3001,0.02355806243179,3,Baixo-Baixo,1996
3015,0.3756784274452598,0,Não Significativo,1996
3036,0.0013210315552405,0,Não Significativo,1996
3043,0.127130295113917,0,Não Significativo,1996
3048,0.0104766780214933,0,Não Significativo,1996
3049,0.0377306935739096,0,Não Significativo,1996
3085,0.0953647098541203,0,Não Significativo,1996
3099,1.121483308307192,3,Baixo-Baixo,1996
4001,13.255264286184149,0,Não Significativo,1996
4004,0.4733306771778633,0,Não Significativo,1996
4005,0.637930709118701,0,Não Significativo,1996
4008,0.7786520817452747,3,Baixo-Baixo,1996
4010,0.1379920506667285,0,Não Significativo,1996
4011,0.0045548210437592,0,Não Significativo,1996
4013,0.1006621115871098,3,Baixo-Baixo,1996
4014,0.0169208316362191,3,Baixo-Baixo,1996
4015,0.0064523907929551,3,Baixo-Baixo,1996
4016,0.0165683684356489,0,Não Significativo,1996
4017,0.002876980474069,0,Não Significativo,1996
4021,0.0635137043092299,3,Baixo-Baixo,1996
4022,2.4475505357672267,0,Não Significativo,1996
4023,1.5828407452296094,0,Não Significativo,1996
