id_amc,ano,area_colhida_ha,total_area_colhida_ha,QL
10065,2024,0.0,0.0,0.0
10066,1985,0.0,11136.0,0.0
10066,1996,0.0,4064.0,0.0
10066,2005,0.0,5945.0,0.0
10066,2024,0.0,2522.0,0.0
10067,1985,0.0,140.0,0.0
10067,1996,0.0,236.0,0.0
10067,2005,0.0,116.0,0.0
10067,2024,0.0,37.0,0.0
10068,1985,0.0,692.0,0.0
10068,1996,0.0,302.0,0.0
10068,2005,0.0,181.0,0.0
10068,2024,0.0,368.0,0.0
10069,1985,0.0,2500.0,0.0
10069,1996,0.0,2614.0,0.0
10069,2005,0.0,2288.0,0.0
10069,2024,0.0,664.0,0.0
1007,1985,0.0,1719.0,0.0
1007,1996,0.0,2206.0,0.0
1007,2005,0.0,3338.0,0.0
1007,2024,0.0,4397.0,0.0
10070,1985,5.0,13767.0,0.007257566473672424
10070,1996,0.0,6815.0,0.0
10070,2005,0.0,13250.0,0.0
10070,2024,0.0,6146.0,0.0
10071,1985,0.0,23369.0,0.0
10071,1996,970.0,15639.0,3.3465212006119405
10071,2005,890.0,16846.0,2.36777080207673
10071,2024,0.0,10636.0,0.0
10072,1985,40.0,3338.0,0.239460557562728
10072,1996,0.0,1620.0,0.0
10072,2005,0.0,1618.0,0.0
10072,2024,0.0,898.0,0.0
10073,1985,0.0,161.0,0.0
10073,1996,0.0,1894.0,0.0
10073,2005,0.0,1405.0,0.0
10073,2024,0.0,305.0,0.0
10074,1985,0.0,3823.0,0.0
10074,1996,0.0,4180.0,0.0
10074,2005,0.0,2376.0,0.0
10074,2024,0.0,848.0,0.0
10075,1985,0.0,361.0,0.0
10075,1996,0.0,307.0,0.0
10075,2005,0.0,228.0,0.0
10075,2024,0.0,55.0,0.0
10076,1985,1691.0,7834.0,4.313406324595216
10076,1996,3600.0,10088.0,19.25432300936629
10076,2005,200.0,4760.0,1.8830831334049944
10076,2024,267.0,1899.0,6.3977746778364875
10077,1985,0.0,1921.0,0.0
10077,1996,0.0,2002.0,0.0
10077,2005,0.0,23580.0,0.0
10077,2024,0.0,2421.0,0.0
10078,1985,0.0,13323.0,0.0
10078,1996,0.0,26476.0,0.0
10078,2005,0.0,18771.0,0.0
10078,2024,0.0,20530.0,0.0
10079,1985,0.0,20231.0,0.0
10079,1996,0.0,38229.0,0.0
10079,2005,0.0,74576.0,0.0
10079,2024,0.0,26916.0,0.0
1008,1985,0.0,968.0,0.0
1008,1996,0.0,1012.0,0.0
1008,2005,0.0,78.0,0.0
1008,2024,0.0,88.0,0.0
10080,1985,0.0,9122.0,0.0
10080,1996,0.0,21635.0,0.0
10080,2005,0.0,6624.0,0.0
10080,2024,0.0,2956.0,0.0
10081,1985,100.0,91054.0,0.02194629948009934
10081,1996,1620.0,18559.0,4.709678578227232
10081,2005,652.0,35383.0,0.8258466164803816
10081,2024,0.0,8921.0,0.0
10082,1985,0.0,19942.0,0.0
10082,1996,162.0,1337.0,6.53754111692739
10082,2005,520.0,5560.0,4.19155339191011
10082,2024,0.0,2965.0,0.0
10083,1985,0.0,3523.0,0.0
10083,1996,0.0,4504.0,0.0
10083,2005,0.0,11077.0,0.0
10083,2024,0.0,16649.0,0.0
10084,1985,0.0,473.0,0.0
10084,1996,0.0,445.0,0.0
10084,2005,0.0,673.0,0.0
10084,2024,0.0,415.0,0.0
10085,1985,1094.0,10585.0,2.065317333991399
10085,1996,2600.0,8754.0,16.024985002032928
10085,2005,950.0,8125.0,5.240185802619929
10085,2024,106.0,3991.0,1.208556007571735
10086,1985,440.0,7338.0,1.198216510300933
10086,1996,40.0,5132.0,0.420536958773896
10086,2005,0.0,4080.0,0.0
10086,2024,0.0,4308.0,0.0
10087,1985,0.0,5520.0,0.0
10087,1996,0.0,6027.0,0.0
10087,2005,0.0,8947.0,0.0
10087,2024,0.0,4798.0,0.0
10088,1985,0.0,1539.0,0.0
10088,1996,0.0,892.0,0.0
10088,2005,0.0,849.0,0.0
10088,2024,0.0,384.0,0.0
10089,1985,0.0,450.0,0.0
10089,1996,0.0,837.0,0.0
10089,2005,0.0,642.0,0.0
10089,2024,0.0,459.0,0.0
1009,1985,0.0,2925.0,0.0
1009,1996,0.0,1566.0,0.0
1009,2005,0.0,2143.0,0.0
1009,2024,0.0,85.0,0.0
10090,1985,440.0,30176.0,0.2913743621615935
10090,1996,1800.0,5728.0,16.955098683527158
10090,2005,50.0,17566.0,0.12756853744460567
10090,2024,0.0,3006.0,0.0
10091,1985,0.0,1093.0,0.0
10091,1996,0.0,550.0,0.0
10091,2005,0.0,361.0,0.0
10091,2024,0.0,340.0,0.0
10092,1985,150.0,43364.0,0.06912294828178783
10092,1996,0.0,31055.0,0.0
10092,2005,0.0,37999.0,0.0
10092,2024,0.0,34234.0,0.0
10093,1985,0.0,4910.0,0.0
10093,1996,0.0,3430.0,0.0
10093,2005,0.0,2265.0,0.0
10093,2024,0.0,343.0,0.0
10094,1985,0.0,1334.0,0.0
10094,1996,0.0,0.0,0.0
10094,2005,0.0,196.0,0.0
10094,2024,0.0,94.0,0.0
10095,1985,201.0,9038.0,0.4444102333758066
10095,1996,0.0,7180.0,0.0
10095,2005,0.0,13160.0,0.0
10095,2024,5751.0,35846.0,7.300377386857269
10096,1985,0.0,1149.0,0.0
10096,1996,0.0,1006.0,0.0
